borough,ownername,lotarea,bldgarea,assesstot,bbl,latitude,longitude
MN,"MARQUIS MANAGEMENT, LLC",2074.0,8160.0,1342800.0,1011840100,40.7821566593999,-73.9845200636333
MN,"1334 YORK, LLC",40458.0,407259.0,61509150.0,1014830001,40.7663029635954,-73.95354958328429
MN,"ELKIN, ALLEN",1611.0,3760.0,376860.0,1012080025,40.790861789832,-73.9662336522146
MN,TEAM ASSOCIATES,6130.0,87150.0,9771300.0,1011630053,40.77915654675571,-73.98367223736179
MN,"MACARTHUR, GINA G",1812.0,4134.0,442620.0,1012180147,40.7881681796565,-73.9727135615617
MN,"STATSKY, LAWRENCE M",1678.0,3400.0,389040.0,1012190007,40.7889011525228,-73.9732657851362
MN,"GOLDEN ASSET, L.L.C.",6096.0,71750.0,11318400.0,1014860001,40.7681826317417,-73.9523749752441
MN,JACIN INVESTORS CORPORATION NV,10012.0,54096.0,3169350.0,1014860049,40.768478973912295,-73.95215815367959
MN,592-598 NINTH AVE LLC,1600.0,4619.0,1398600.0,1010330161,40.758843602319004,-73.9919649457173
MN,"MATCHMAKER 44TH STREET, LLC",2552.0,7575.0,2293650.0,1010340059,40.7592936871799,-73.99123573960871
MN,REISS REALTY CORP,12553.0,51509.0,4790700.0,1010540048,40.760814390196096,-73.99290685137859
MN,444 W52 LLC,2510.0,7675.0,1229400.0,1010610053,40.7652963343366,-73.9899461840722
MN,SOUND DOG VENTURES LLC,7531.0,22500.0,1494450.0,1010630008,40.766402420865504,-73.9894514405613
MN,5 EAST 51ST ST DEVELOPMENT COMPANY LLC,3008.0,14708.0,1386900.0,1012870008,40.7590115135146,-73.97579370599159
MN,509 MADISON AVE ASSOC,6861.0,134039.0,34696350.0,1012880051,40.75945030843,-73.97411865915291
MN,259 EAST 72 OWNER LLC,4146.0,4960.0,945450.0,1014260027,40.768734110882704,-73.958952318938
MN,ST MARYS HOME FOR GIR,9297.0,95267.0,9971100.0,1014270011,40.769494515249,-73.9592659390272
MN,"S.K.I. REALTY,  INC.",1533.0,2250.0,460800.0,1014260117,40.768619010763295,-73.9594578134353
MN,129 E 80 LLC,2000.0,3500.0,1210950.0,1015090013,40.775985598590005,-73.95863734020041
MN,1409 2ND AVE NY LLC,2550.0,6935.0,1408950.0,1014280024,40.769903015928,-73.95796961377229
MN,"CHATEAU, FRANCOIS",1916.0,6676.0,980280.0,1014320032,40.7727816837675,-73.95645143146349
MN,205 EAST 77TH STREET TENANTS,9535.0,77928.0,8464500.0,1014320005,40.7729001051229,-73.95751642213641
MN,"FAV 1057 MANAGEMENT, LLC",1856.0,7370.0,1062900.0,1013500027,40.7588104646236,-73.9629109865086
MN,NP59 LLC,2511.0,9080.0,1569150.0,1013510040,40.759935945889104,-73.9633363041165
MN,CHILDREN'S ETAL DBA,1724.0,0.0,195750.0,1017530141,40.80762574528129,-73.9378289819827
MN,"743 MADISON, LLC",1000.0,4845.0,2398050.0,1013790151,40.7669997358744,-73.9686464537581
MN,33-39 EAST 65TH STRE,1707.0,7100.0,3514950.0,1013800025,40.7673261943658,-73.9680434136999
MN,"HUBBARD, ANDREW",1572.0,3420.0,441720.0,1015110127,40.7767725972086,-73.95662213079001
MN,CARNEGIE COUNCIL ON ETHICS,2092.0,6689.0,1509750.0,1013980047,40.7649100687618,-73.96543456678779
MN,1200 LEXINGTON LLC,3740.0,12104.0,2683350.0,1015100017,40.776594688438294,-73.95796900073991
MN,1418 THIRD AVENUE LLC,2730.0,8180.0,1282950.0,1015090034,40.775246641357,-73.9569372406997
MN,"DUBOIS, NICHOLAS",1200.0,3360.0,165840.0,1019490014,40.8091265263021,-73.95416269794141
MN,152 154 W 131ST HOLDING CO INC,2498.0,8870.0,638550.0,1019150057,40.8122542250703,-73.9449521910989
MN,"DICKENS, BERNICE",1799.0,2700.0,289800.0,1019320157,40.810977334704,-73.9496566781301
MN,127 STREET HARLEM CORP,1499.0,2880.0,309600.0,1019320159,40.8110460220425,-73.9498155748462
MN,ULYSSES PROPERTIES LLC,1200.0,3360.0,171300.0,1019490013,40.809088110237,-73.95418801094209
MN,GENESIS FSLM PARTNERS LLC,4996.0,21245.0,1071450.0,1020430007,40.820779036394896,-73.9443489945109
MN,THE CHURCH OF THE MEEK,2498.0,7767.0,284850.0,1020430010,40.8206966005529,-73.9441539617832
MN,2733 FDB1963 LLC,4369.0,15615.0,634500.0,1020450011,40.823393568441,-73.9419476827795
MN,"SERRANO, GLADYS E.",2185.0,3600.0,163080.0,1016230141,40.8013524615562,-73.9455463414814
MN,"232 EAST 82ND STREET, INC.",2596.0,10025.0,893250.0,1015270034,40.7754845723245,-73.95469133062679
MN,83 OWNERS LLC,10386.0,32842.0,5982300.0,1015280028,40.775862919382,-73.9536187365586
MN,GLEESON THOMAS M,2333.0,3291.0,334350.0,1015280032,40.7760552317355,-73.95406992405029
MN,R C ST IGNATIOUS LOYO,5193.0,16000.0,2257650.0,1015290029,40.7766039123422,-73.95340519497029
MN,THE LAMB'S CENTER FOR URBAN MINISTRY,2598.0,0.0,201150.0,1020070016,40.8168166135801,-73.94075036312671
MN,"POOR, BRAY",1817.0,4320.0,233040.0,1018280024,40.8012083676434,-73.95511086567079
MN,TAYLOR MALIK E,1231.0,2463.0,235350.0,1017540115,40.8085128815236,-73.9389335271052
MN,ONE THIRTY TWO ASSOCIATES,4087.0,47245.0,6542100.0,1014060061,40.77033833042171,-73.9627529354425
MN,145 EAST 36TH STREET LLC,1975.0,5075.0,1479600.0,1008920029,40.7475965546673,-73.9779957521443
MN,"AV REALTY OF NEW YORK,",2511.0,8300.0,1610550.0,1013320013,40.7606173844155,-73.9657472316371
MN,161 E 79 ST CORP,6334.0,51792.0,6036300.0,1015080024,40.7749891144805,-73.9582371921407
MN,416 LENOX LLC,2125.0,10903.0,1190700.0,1017280070,40.811248449050105,-73.94247847352091
MN,72 WEST 108TH ASSOCIATES LLC,2523.0,9540.0,1010250.0,1018430060,40.800137505169104,-73.96154434188409
MN,JOHNSON CHARLES,1665.0,2250.0,214650.0,1019200055,40.8154121791888,-73.942453198484
MN,"BFAM NEW YORK PROPERTIES, LLC",2554.0,5816.0,1695600.0,1015420043,40.77344487397129,-73.9537901108945
MN,OLH REALTY CORP,10335.0,18568.0,2817450.0,1015430033,40.773795738694,-73.95265257598341
MN,"VOLPE, JOSEPH",2554.0,8520.0,634950.0,1015440017,40.774229341844794,-73.9524934068999
MN,ARGO REALTY LLC,2554.0,9605.0,1408950.0,1015450021,40.774731304617,-73.951713180852
MN,312 E 83 LLC,2554.0,8395.0,1946250.0,1015450044,40.775382125534,-73.9524781423618
MN,"EDWARDS, GEORGE B",1894.0,3696.0,548460.0,1007430028,40.7433936957297,-74.00103572587881
MN,SOLASZ RACHEL,2300.0,9200.0,1375560.0,1007440030,40.743953628077,-74.0005557600204
MN,333 E. 89TH REALTY LLC,5035.0,16980.0,2629800.0,1015520021,40.7792312306485,-73.94838442263341
MN,BIORDI FAMILY LLC,2518.0,8695.0,866250.0,1015520044,40.7798958160062,-73.9491927221667
MN,322 EAST 93RD STREET LLC,2517.0,8390.0,427050.0,1015550039,40.7816132229695,-73.94741486219
MN,319 EAST 93 STREET LLC,2518.0,8648.0,1715850.0,1015560012,40.782052326009996,-73.947295355814
MN,420 EAST 80TH LLC,15300.0,137238.0,14981400.0,1015590033,40.77227996581829,-73.9510325989386
MN,"RESNICK GRACIE MEWS, LLC",21800.0,302049.0,38834550.0,1015600001,40.773205198724106,-73.95163846866541
MN,234  PROPERTIES LLC,4616.0,18690.0,2176200.0,1003990026,40.7233008671231,-73.9831483727617
MN,"WEST 110TH REALTY,",6667.0,23485.0,1366650.0,1015940026,40.797572310000604,-73.9501507887408
MN,G.R.C. CORP.,2554.0,8845.0,2250450.0,1015620041,40.77440951398761,-73.9501717382217
MN,BOARD EDUCATION ETC,2000.0,3180.0,238950.0,1020580113,40.8224578415263,-73.9481738522082
MN,"QUINTANA, SHEILA R",2000.0,4320.0,180420.0,1020580117,40.82269929686429,-73.9479966221348
MN,"MARIE KING, AS CO-TRUSTEE",1699.0,2649.0,287550.0,1020730057,40.824004453084996,-73.9512366186032
MN,SGRC 434 LLC,2580.0,10470.0,1486800.0,1015630037,40.7748537596149,-73.949250726662
MN,MA REAL ESTATE LLC,1848.0,5250.0,422100.0,1019400054,40.815858417734106,-73.94574039799271
MN,"HP WEST 135 HOUSING DEVELOPMENT FUND CO. , INC.",3997.0,16446.0,603900.0,1019200020,40.814829988629796,-73.9418359344057
MN,"HP WEST 135 HOUSING DEVELOPMENT FUND CO. , INC.",3997.0,16446.0,582750.0,1019200022,40.814775030377795,-73.94170953890229
MN,"NOHA 135 PARTNERS, LLC",7361.0,24160.0,1576800.0,1019400045,40.8156001251657,-73.945130059387
MN,NYC POLICE DEPARTMENT,11041.0,26255.0,781200.0,1019400048,40.8157237747214,-73.94541897534741
MN,W 126 GROUP LLC,1840.0,5250.0,422100.0,1019400053,40.8158336880427,-73.94568261447829
MN,"ANDERSON, THEODORE JR",1840.0,2867.0,42420.0,1019400152,40.8158089583222,-73.94562483100701
MN,"THE NEW SOWER CHRISTIAN CHURCH, INC.",2500.0,6260.0,356400.0,1021250047,40.8402490225323,-73.9370395426892
MN,40 WEST 29 LLC,6419.0,23531.0,3453300.0,1008300069,40.746113255657605,-73.98935721147491
MN,FORTUNE WEST 140TH STREET HOUSING DEVELO PMENT FUND,12673.0,92360.0,9815850.0,1020880016,40.8240879878546,-73.9541451654938
MN,1479 YORK REALTY LLC,1875.0,7500.0,2270700.0,1014730023,40.770987216970404,-73.9510877039357
MN,FAMECO LLC,10217.0,122420.0,10899900.0,1014730038,40.7716709822862,-73.9518598131783
MN,SJC 8TH AVENUE FLP,2500.0,12257.0,697950.0,1019530030,40.8111343105432,-73.95087757580491
MN,128 W 138TH ST HOUSING DEV COR,8993.0,36252.0,1337850.0,1020060049,40.8164737087935,-73.94111194488191
MN,"158 MANAGEMENT, LLC",4164.0,16500.0,547200.0,1021170059,40.834447192873995,-73.94327150825009
MN,SKC 160 REALTY CORP,4330.0,15370.0,518400.0,1021190050,40.835327362254795,-73.94150361522809
MN,NEW YORK EQUITY FUND 2004 LLC,4413.0,15655.0,472500.0,1021220148,40.837053510495295,-73.94096362905029
MN,HISPANO AMER LODGE #233,4750.0,2000.0,150300.0,1021270012,40.84238479923779,-73.9377639698783
MN,"GVS PROPERTIES III, LLC",3863.0,13825.0,490050.0,1021280043,40.8423260606673,-73.93575816116551
MN,"518 EAST 80TH STREET CO., LLC",10216.0,62767.0,5987250.0,1015760037,40.771351285643,-73.9488273783662
MN,79 ST EAST OWENERS CORP,21930.0,260000.0,29998350.0,1015760005,40.7712966713209,-73.94946283553091
MN,79 ST & EAST END AVE CORP,18900.0,232400.0,22915350.0,1015760014,40.771027406479,-73.94882762723608
MN,EAST END COMPANY,15121.0,147991.0,15804000.0,1015760023,40.770804847333395,-73.9483006963508
MN,527 EAST 83RD,2554.0,9185.0,1341900.0,1015800017,40.7735544629424,-73.94695186905508
MN,531 EAST 83RD STREET OWNERS CORP,2554.0,9185.0,1156050.0,1015800019,40.7734885159923,-73.9467930625575
MN,"NEW HAVCO, INC.",3450.0,3450.0,319500.0,1019060002,40.8064293434347,-73.94969262801
MN,205 EAST 4 LLC,2404.0,6947.0,2103300.0,1004000055,40.724042038309,-73.98375068011941
MN,BATIA REALTY CORP,2523.0,8145.0,586350.0,1016210029,40.7991506305794,-73.94437429969491
MN,"HARDING W. WILLIAMS JR.,AS TRUSTEE",2110.0,3905.0,179160.0,1016230027,40.800541769382,-73.9434737741204
MN,"GREEN, YVETTE",2276.0,3600.0,153960.0,1016230113,40.800882652094,-73.94457873168109
MN,BRITO HILDA,2017.0,3600.0,163080.0,1016230107,40.801198516928395,-73.9450407964442
MN,"WU, SIU FEI",2017.0,3600.0,163080.0,1016230108,40.801173785104,-73.94497941398281
MN,"CRUCEY, KELVIN",2185.0,3600.0,163080.0,1016230120,40.801220135037106,-73.9443328390031
MN,530 E 5TH STREET LLC,3717.0,12350.0,3600450.0,1004000021,40.7240913546985,-73.98313013409799
MN,"CERIA, ARTHUR",1162.0,2320.0,172200.0,1016290002,40.7897496623308,-73.9497666239635
MN,TARA D. TOLLIVER,1926.0,3864.0,175080.0,1016230143,40.8007419887704,-73.9431774274145
MN,ADILA IMDAD,1926.0,3864.0,175080.0,1016230147,40.800873891860796,-73.9434951635972
MN,OUTLAW JANENE,2119.0,3864.0,177000.0,1016230226,40.800571993232104,-73.9435387626832
MN,GR ORTH COMM ST GEORG,1122.0,2520.0,105750.0,1016300060,40.7903500613519,-73.948191623719
MN,THOMAS H YOUNG,1108.0,2136.0,247500.0,1016320154,40.791192038539904,-73.94675363426009
MN,MCJ ASSOCIATES LLC,2523.0,8610.0,613800.0,1016390042,40.7954718658079,-73.9426835215479
MN,164 EAST 112 STREET REALTY LLC,3364.0,12670.0,1003050.0,1016390045,40.7955680424284,-73.9429073598068
MN,CHRIST APOSTOLIC CHURCH,2523.0,6490.0,130500.0,1016390046,40.795606513311796,-73.94299761761759
MN,2116 THIRD AVENUE LLC,2021.0,2570.0,314100.0,1016430038,40.7978257480333,-73.9405216667772
MN,"2118 GROUP, LLC",2021.0,5820.0,527850.0,1016430039,40.7978723897541,-73.94048550755191
MN,2120 THIRD AVENUE CORP,2667.0,5610.0,584100.0,1016430040,40.7979327513673,-73.9404421124855
MN,2042 ASSOCIATES,2198.0,11938.0,3324600.0,1012760065,40.752919032627204,-73.9802714731004
MN,RIVERSIDE TANDY LLC,2348.0,2970.0,108960.0,1020930045,40.8280280240414,-73.95080728966009
MN,152 EAST 116TH STREET HOUSING DEVELOPMEN T FUND,2523.0,9750.0,922050.0,1016430051,40.798287392409996,-73.94155783449229
MN,159 E 116TH STREET REALTY LLC,1716.0,4114.0,386100.0,1016440025,40.798641138148,-73.940921847682
MN,163 E 116 ST RLTY CORP,1892.0,4215.0,1355400.0,1016440027,40.7985916737695,-73.94080631416709
MN,27 WEST 84TH STREET HOUSING DEVELOPMENT  FUND,2605.0,10610.0,1026450.0,1011980016,40.784780914467795,-73.97161719223129
MN,"TOM, KORK SING",1637.0,2153.0,259200.0,1016440058,40.7992260780116,-73.9415353394131
MN,CRP 1661 PARK AVENUE LLC,4538.0,22434.0,1328400.0,1016450001,40.79996204692429,-73.9422931854082
MN,"KAZUKU, LLC",2178.0,6962.0,989550.0,1009020017,40.737249660882604,-73.98279121504359
MN,58-60 W 15TH ST APT COR,3194.0,31496.0,8075700.0,1008160074,40.7376159262909,-73.995915191542
MN,134 EAST 22ND ST ASSOC,8393.0,57538.0,8758800.0,1008770060,40.738405483004605,-73.984790042616
MN,WORTHINGTON L P,1821.0,5462.0,1482300.0,1008860013,40.74441612687829,-73.98226607975501
MN,G2 MGMT LLC                   HOTEL AMER ICA,4384.0,51953.0,6937200.0,1008860030,40.743880732392704,-73.9812052270022
MN,"OCEAN DRIVE REALTY ASSOCIATES,",4805.0,69706.0,11130750.0,1009040010,40.738674074411605,-73.9820510953375
MN,M & E 23RD STREET REALTY,2410.0,9715.0,2230650.0,1009040012,40.7386273955721,-73.9819356345396
MN,SALVATORE BOSCO,2018.0,4480.0,445950.0,1016650047,40.797490448325,-73.9396695970298
MN,TRAFALGAR 58 LLC,7811.0,30225.0,2660850.0,1013500035,40.7591756989074,-73.9634847184971
MN,SUPREME COMPANY I LLC,4419.0,18252.0,2359350.0,1013500038,40.7592553569584,-73.9636759868427
MN,162 EAST 80TH TENANTS INC,7458.0,49435.0,5214150.0,1015080046,40.7751866212857,-73.95792295265841
MN,503 E83RD ST RE LLC,2554.0,9190.0,1113300.0,1015800005,40.7739528831382,-73.9479011020419
MN,HENDY ABEL F,1399.0,3080.0,108600.0,1020930044,40.8280032953959,-73.95074588030509
MN,DIGIROLOMO SALVATORE,1682.0,2496.0,162450.0,1016380012,40.795236867708894,-73.94483263306829
MN,115 MANAGEMENT CORP,1817.0,3240.0,143940.0,1016650006,40.7972050476691,-73.939767372094
MN,126 ALEXANDRIA PROPERTY LLC,1998.0,4000.0,321750.0,1017240025,40.8077435665029,-73.9427379751535
MN,GEORGIA & JOSEPH SR. INC,1998.0,3972.0,213720.0,1017250156,40.808882638983704,-73.942762281637
MN,B.H.N.V. REALTY CORP.,1699.0,2500.0,301500.0,1016670006,40.7985357343359,-73.9388054315987
MN,RANSOM BEVERLY,1699.0,3400.0,150360.0,1020240137,40.8178962003131,-73.9425522100421
MN,ARCHDIOCESE/NEW YORK,5795.0,9715.0,479700.0,1020740016,40.824111111482395,-73.9503332456745
MN,"BUFFAM, JULIAN",1507.0,3392.0,141420.0,1020740154,40.824555873365995,-73.9506075171505
MN,541 W 144 LLC,3997.0,14190.0,447300.0,1020760016,40.8253760390497,-73.9494434425705
MN,RUSSIAN HOLY FATHERS'CHURCH,2498.0,3234.0,108900.0,1020840048,40.8306660278517,-73.94544646672729
MN,617 WEST 141 STREET PARTNERS LLC,9992.0,42270.0,1289250.0,1020880080,40.8245762313414,-73.9533571505108
MN,JACQUELINE HUNTER,1649.0,2944.0,131340.0,1020930043,40.82795933516879,-73.9506411245929
MN,546W188ST LLC,1580.0,3720.0,267750.0,1021580015,40.8530762663358,-73.9296677634604
MN,MALCOLM SHABAZZ GARDENS HOMEOWNERS ASSOC . INC.,1345.0,0.0,0.0,1017170118,40.8028517617704,-73.9470043731318
MN,T P CURLY REALTY INC.,2836.0,6628.0,377100.0,1017100049,40.79633499538979,-73.9347732171488
MN,8 WEST 119 STREET HDFC,3028.0,11180.0,516150.0,1017170041,40.8026206031268,-73.9457114566438
MN,"NEP WEST 119TH STREET PROPERTIES, LLC",3028.0,11180.0,360900.0,1017170042,40.8026645663161,-73.9458125572095
MN,"SIDDIQUI, AATIF",1817.0,3708.0,182280.0,1017170150,40.802942089024604,-73.9464661087345
MN,101 WEST LLC,2018.0,0.0,535500.0,1017220006,40.80702290507661,-73.94520937524649
MN,HANDYMDS MOST PURE HE,3784.0,0.0,323550.0,1017220024,40.8064321184301,-73.9438155448272
MN,"FIVE128, INC.",1749.0,0.0,301950.0,1017250068,40.809253612506105,-73.9436469939191
MN,"HODGE, CHARLES",1249.0,2058.0,220950.0,1017260122,40.8090798962255,-73.94203602698009
MN,3 W 128 LLC,3497.0,13163.0,1620000.0,1017260132,40.8087144089937,-73.94116938284199
MN,NYC DEPARTMENT OF PARKS AND RECREATION,2002.0,0.0,170550.0,1017700067,40.80267813935129,-73.939968304501
MN,RESTORING COMMUNITIES HOUSING DEVELOPMEN T FUND COR,1410.0,3000.0,199350.0,1017290002,40.811585928761204,-73.9422361443938
MN,DOREEN L MOORE,1494.0,2880.0,274950.0,1017500158,40.806381111082004,-73.9406187759933
MN,"PARKER, LORI V",1998.0,4144.0,333450.0,1017280120,40.8103832497783,-73.9412654434348
MN,"GORGONI, GIANFRANCO",1832.0,2691.0,216450.0,1017280141,40.8102646901529,-73.9402215564735
MN,"COLON, IRMA",2001.0,3764.0,165780.0,1017460045,40.802061807413295,-73.94238166462691
MN,BEVERLY REYNOLDS,1998.0,3055.0,148500.0,1017510006,40.8070098511759,-73.94100472591809
MN,EUGENE G RIBEIRO,1749.0,3608.0,165720.0,1017510011,40.806847712201794,-73.9406147474739
MN,SAIYDA MUHAMMAD,1700.0,3744.0,301050.0,1017510017,40.806803585642,-73.9402066037463
MN,ROBERT GREEN PERKINS,1700.0,3708.0,298350.0,1017510116,40.806756944075,-73.940242768019
MN,56 EAST 127TH STREET HOLDINGS LLC,1292.0,3400.0,273600.0,1017510149,40.806704370176504,-73.939430062472
MN,VINCENT P CYRUS PLAZA LIMITED PARTNERSHI P,16362.0,53334.0,1872000.0,1017530027,40.807461261951104,-73.9382012000048
MN,MT HOREB HOLY CHURCH,2053.0,2418.0,88650.0,1017540003,40.80903215409489,-73.9399228375274
MN,2109 5TH AVE. LLC,2035.0,2331.0,241650.0,1017540004,40.8091254388669,-73.9398541183746
MN,ELEBEN YAU MEI WONG 1901 LEXINGTON AVENU E LLC,3936.0,17035.0,894150.0,1017670021,40.8000461461425,-73.94035353665609
MN,NEW LIFE HOLDING CORP,11395.0,29607.0,775350.0,1017670033,40.799592670059795,-73.9392125988532
MN,KALIMI REALTY LLC,1122.0,1986.0,89100.0,1017700027,40.801782701302706,-73.93871937134409
MN,5 CENTRE HOLDINGS LLC,1220.0,4700.0,968280.0,1004710005,40.72001385479621,-73.99760820428929
MN,NYC HOUSING PRESERVATION AND DEVELOPMENT,2843.0,0.0,790650.0,1017730072,40.804565963518705,-73.93892631179409
MN,DAVID LU,1782.0,3567.0,154500.0,1019110023,40.8090103372993,-73.94574236837751
MN,45 & 47 WADWORTH AVENUE COMPANY LLC,5000.0,32500.0,3350250.0,1021440003,40.84613382319171,-73.9373086653497
MN,HOLY CROSS CH ARMENIA,5000.0,10000.0,517950.0,1021570077,40.852585479445,-73.93051774313851
MN,520 WEST 188TH STREET LLC,8312.0,34632.0,612900.0,1021590009,40.8526722138996,-73.92872113113971
MN,520 WEST 190TH LLC,12125.0,46065.0,1148400.0,1021590074,40.8539782857642,-73.928065452269
MN,510 WEST 190 LLC,8975.0,33545.0,765900.0,1021590077,40.853818858065296,-73.9276896861646
MN,ISABELLA GERIATRIC ETC,159777.0,593427.0,37580400.0,1021600001,40.8546391506081,-73.92709596089891
MN,GOSPEL-TEMPLE CHURCH,1399.0,2520.0,261000.0,1019140037,40.8109746536206,-73.94385144727259
MN,NYC DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,19417.0,71732.0,6003000.0,1001540023,40.7143925114966,-74.00478318798841
MN,137 WEST 131 STREET LLC,1599.0,0.0,185850.0,1019160016,40.8123635686414,-73.9440272900457
MN,455 LENOX LLC,1088.0,3060.0,316800.0,1019170133,40.8127003270854,-73.9423182660543
MN,LENOX #777 ASSOC LTD,1024.0,2880.0,80160.0,1019170135,40.8128155637564,-73.9422350771602
MN,"BONSIGNOUR, OLIVIER",1514.0,2475.0,265500.0,1019280018,40.807783021470705,-73.9509197843753
MN,VICKI SEABROOK,2523.0,4700.0,224040.0,1019280046,40.80799424794171,-73.95064509350159
MN,SPRING STREET ASSESTS INC,1342.0,3858.0,1124550.0,1004780019,40.7210924411927,-73.9945561415689
MN,"MCNEIL, APRYL",1799.0,2700.0,289800.0,1019320057,40.8109553532566,-73.9496025077837
MN,WESTSIDE 127 MANAGEMENT LLC,1699.0,2550.0,201600.0,1019320058,40.8110020608476,-73.9497108464385
MN,136 REALTY 2012 LLC,1665.0,5084.0,409050.0,1019410060,40.8167778782557,-73.9456962949625
MN,TOWN CAPITAL CORP.,1665.0,3332.0,144540.0,1019410155,40.816618506982294,-73.9453206966767
MN,MOKLAM ENTERPRISES I,14235.0,99470.0,20787300.0,1005220005,40.725769564576,-73.99590870197291
MN,"SOLIS, GINGER R",1599.0,3120.0,141840.0,1019420056,40.8172660766735,-73.94493359420021
MN,MANITSKY STUART,1763.0,2700.0,242160.0,1008850078,40.7439824752226,-73.9823888955051
MN,10 EAST 10TH STREET LLC,2307.0,5053.0,1958850.0,1005670011,40.732936080064995,-73.99487269862209
MN,VITA LEASING LTD,2425.0,6625.0,868950.0,1004470031,40.726262924279496,-73.9866905553704
MN,"TOMPKINS SQUARE HOLDINGS, LLC",2139.0,6440.0,636300.0,1003920004,40.726440349027705,-73.9799040920778
MN,"MARMELADE, LLC",2043.0,6315.0,2526750.0,1014060064,40.770459190794504,-73.9630380790136
MN,"MANNA 117, LLC",2498.0,3750.0,239850.0,1019130016,40.8104950733714,-73.94540520107579
MN,226 WEST 111TH STREET HDFC,4490.0,18174.0,1355400.0,1018260052,40.8005556994867,-73.95661746825859
MN,152 WEST 128 HOLDING LLC,1665.0,6120.0,418500.0,1019120054,40.810278553187,-73.9460700654822
MN,"BORNHEIMER, JEFFREYD.",1699.0,2550.0,226800.0,1019420126,40.8164283459812,-73.9437095610178
MN,210 WEST 137 ST LLC,1799.0,3212.0,132480.0,1019420140,40.816749476344704,-73.9437056766137
MN,CHELSEA VENTURA LLC,2300.0,9000.0,1719450.0,1007400053,40.742202440657,-74.0029591638865
MN,"ANA'S ABODE, LLC",1612.0,4132.0,1204650.0,1009230060,40.7344280297546,-73.98262596125309
MN,CHAMBERS MEML BPT CHURCH,4642.0,1715.0,131400.0,1017880008,40.802258725257204,-73.93585462245359
MN,"PAIR, ROBERT",682.0,1512.0,128280.0,1017700075,40.801801714075,-73.9383437091248
MN,311 EAST 119 LLC,1892.0,4500.0,361800.0,1017960007,40.798871600527605,-73.93561950688809
MN,"ARGUS COMMUNITY, INC.",3033.0,8100.0,252720.0,1020530065,40.824906782688,-73.9437132284087
MN,224 E 10TH STREET CORP,2306.0,10098.0,781650.0,1004510023,40.7290487261612,-73.98564367196491
MN,226 EAST 10TH STREET LLC,2300.0,5728.0,1272150.0,1004510024,40.7290157796211,-73.98556791059269
MN,"FOUNTAIN,",2500.0,9375.0,1614150.0,1005590042,40.733006938850004,-73.98806033895559
MN,W P CURRY,1000.0,4000.0,1463850.0,1005590141,40.73287244139429,-73.9880170642807
MN,"140 WEST 112TH OWNER, LLC",2523.0,9530.0,405450.0,1018210059,40.8002198059783,-73.953944894362
MN,"140 WEST 113TH OWNER, LLC",3482.0,12880.0,617400.0,1018220057,40.8007877232213,-73.95334492387519
MN,100 W 113TH STREET LLC,1891.0,8670.0,624150.0,1018220036,40.8001392166548,-73.9515249919594
MN,DUFF INVESTMENT CORP.,1260.0,4640.0,333900.0,1018220037,40.8001749739018,-73.9517055599111
MN,"TEMPO PROPERTIES, LLC",1575.0,5468.0,2000700.0,1009030003,40.7382488135928,-73.983216762626
MN,375 WEST END OWNERS CORP COOPERATIVE,7650.0,71880.0,9329400.0,1011860033,40.7835808221614,-73.9820750996371
MN,"SYLVAIN, OLIVIER",1682.0,3575.0,181980.0,1018290025,40.8018092589052,-73.9545903369973
MN,THE 239 EAST 77 CORP,2554.0,7400.0,1124550.0,1014320015,40.7725979181362,-73.9568017588835
MN,247 ASSOCIATES LLC,2554.0,6875.0,720450.0,1014320016,40.77256495147171,-73.95672235185941
MN,249 MANAGEMENT CORP.,2554.0,10805.0,1123200.0,1014320020,40.7724303395266,-73.9564047263459
MN,KEREN ASSOCIATES LLC,2550.0,10405.0,3150450.0,1014530023,40.7718857144257,-73.9534229375469
MN,PLENTINO REALTY LTD,1597.0,5880.0,1780200.0,1014720050,40.771265290791995,-73.95314537745979
MN,THE JUNIOR LEAGUE OF,3746.0,12273.0,2372850.0,1015080061,40.775670105988496,-73.9590635811284
MN,PASADENA REALTY LLC,5000.0,24600.0,2860650.0,1015520027,40.7793134038966,-73.9480088411123
MN,TRIO 90 LLC.,2518.0,8695.0,1080900.0,1015520047,40.779994731292,-73.94943095851741
MN,"ATLANTIC REALTY HOLDINGS, L.P.",5033.0,16580.0,2007900.0,1015550046,40.7818605177524,-73.9480068522678
MN,"DIAZ, TERESA",2017.0,3600.0,163080.0,1016230109,40.801146306795,-73.94491442190709
MN,MARCUS GARVEY PARK HOMES HDFC,1817.0,3564.0,175680.0,1017170053,40.8030382598559,-73.94669358961309
MN,"DOMINGUEZ, ROSA",2017.0,3600.0,163080.0,1016230110,40.8011188301772,-73.9448530418148
MN,75 W. 126TH STREET CORP.,1699.0,2958.0,225450.0,1017240006,40.8083783393226,-73.9442509932916
MN,"BATISTA, WILLIAM",1874.0,4051.0,181680.0,1017250120,40.808517529843705,-73.9426397763045
MN,WILLIAMS VERA,1500.0,4000.0,209880.0,1017260134,40.8086402110251,-73.940992443792
MN,UNION CONG CH OF N Y,4996.0,8002.0,317700.0,1017350063,40.8154678971798,-73.9387248335065
MN,"BARRAJANOS, KIM",2018.0,4000.0,181440.0,1017450149,40.801499465373205,-73.9430395266323
